96																
期別	月	日	星期	落 球 號 碼						順 序 號 碼						特別號
101		5	五	47	30	11	34	37	18	11	18	30	34	37	47	17
102		9	二	41	23	9	7	43	33	7	9	23	33	41	43	24
103		12	五	24	8	29	32	7	48	7	8	24	29	32	48	37
104		16	二	35	45	34	32	17	28	17	28	32	34	35	45	8
105		19	五	9	1	24	41	32	49	1	9	24	32	41	49	40
106		23	二	32	39	3	31	30	27	3	27	30	31	32	39	35
107		26	五	49	32	42	45	9	27	9	27	32	42	45	49	30
108		30	二	48	49	7	44	32	30	7	30	32	44	48	49	45
																
104																
期別	月	日	星期	落 球 號 碼						順 序 號 碼						特別號
1	1	2	五	31	23	48	29	22	13	13	22	23	29	31	48	6
2		6	二	16	37	43	11	30	29	11	16	29	30	37	43	13
3		9	五	18	7	24	21	23	8	7	8	18	21	23	24	11
4		13	二	46	14	22	37	2	16	2	14	16	22	37	46	49
5		16	五	2	46	17	32	38	28	2	17	28	32	38	46	49
6		20	二	47	35	28	45	9	24	9	24	28	35	45	47	48
7		23	五	20	16	39	42	38	8	8	16	20	38	39	42	29
8		27	二	45	4	27	15	9	21	4	9	15	21	27	45	6
9		30	五	35	14	24	39	3	44	3	14	24	35	39	44	28
10	2	3	二	30	13	16	18	5	15	5	13	15	16	18	30	8
11		6	五	11	42	5	29	46	36	5	11	29	36	42	46	48
12		10	二	29	14	44	26	15	35	14	15	26	29	35	44	9
13		13	五	25	1	29	9	15	35	1	9	15	25	29	35	38
14		17	二	11	15	23	46	40	3	3	11	15	23	40	46	13
15		18	三	15	27	6	16	3	31	3	6	15	16	27	31	14
16		19	四	25	40	7	49	31	27	7	25	27	31	40	49	11
17		20	五	10	45	29	5	9	28	5	9	10	28	29	45	41
18		21	六	27	17	40	2	11	5	2	5	11	17	27	40	20
19		22	日	6	3	12	37	34	43	3	6	12	34	37	43	28
20		23	一	21	20	43	38	32	14	14	20	21	32	38	43	23
21		24	二	46	39	28	3	48	41	3	28	39	41	46	48	9
22		27	五	2	6	43	38	27	34	2	6	27	34	38	43	45
23	3	3	二	43	46	41	6	11	4	4	6	11	41	43	46	21
24		6	五	44	22	21	6	37	35	6	21	22	35	37	44	29
25		10	二	11	25	46	47	3	34	3	11	25	34	46	47	42
26		13	五	6	22	9	14	33	16	6	9	14	16	22	33	11
27		17	二	36	42	49	5	32	40	5	32	36	40	42	49	1
28		20	五	4	13	7	29	9	46	4	7	9	13	29	46	8
29		24	二	9	4	6	17	3	24	3	4	6	9	17	24	28
30		27	五	12	36	24	13	18	15	12	13	15	18	24	36	39
31		31	二	2	32	43	13	25	4	2	4	13	25	32	43	15
32	4	3	五	36	13	43	32	42	40	13	32	36	40	42	43	41
33		7	二	17	47	11	45	19	33	11	17	19	33	45	47	4
34		10	五	44	17	10	11	42	20	10	11	17	20	42	44	13
35		14	二	38	1	48	49	23	22	1	22	23	38	48	49	11
36		17	五	47	45	26	36	33	32	26	32	33	36	45	47	39
																
104																
期別	月	日	星期	落 球 號 碼						順 序 號 碼						特別號
37	4	21	二	1	22	3	33	29	11	1	3	11	22	29	33	30
38		24	五	13	25	41	46	35	31	13	25	31	35	41	46	49
39		28	二	3	44	36	26	12	5	3	5	12	26	36	44	23
40	5	1	五	15	49	25	29	47	8	8	15	25	29	47	49	9
41		5	二	44	41	28	42	49	8	8	28	41	42	44	49	30
42		8	五	44	15	2	28	10	49	2	10	15	28	44	49	39
43		12	二	1	23	29	31	13	33	1	13	23	29	31	33	17
44		15	五	27	32	18	6	29	3	3	6	18	27	29	32	40
45		19	二	46	16	15	42	29	39	15	16	29	39	42	46	14
46		22	五	23	3	43	28	37	21	3	21	23	28	37	43	5
47		26	二	10	26	45	11	2	20	2	10	11	20	26	45	30
48		29	五	2	34	32	11	28	5	2	5	11	28	32	34	24
49	6	2	二	7	1	20	19	46	47	1	7	19	20	46	47	13
50		5	五	41	8	48	32	21	35	8	21	32	35	41	48	34
51		9	二	37	3	20	27	44	34	3	20	27	34	37	44	12
52		12	五	28	8	24	22	19	26	8	19	22	24	26	28	18
53		16	二	35	41	4	25	3	45	3	4	25	35	41	45	7
54		19	五	18	11	5	25	38	3	3	5	11	18	25	38	15
55		23	二	45	2	13	35	33	43	2	13	33	35	43	45	5
56		26	五	6	12	5	41	29	28	5	6	12	28	29	41	7
57		30	二	18	35	19	48	46	32	18	19	32	35	46	48	47
58	7	3	五	21	23	29	41	46	28	21	23	28	29	41	46	24
59		7	二	46	33	1	27	14	42	1	14	27	33	42	46	41
60		10	五	6	5	26	13	47	29	5	6	13	26	29	47	33
61		14	二	45	30	10	12	14	19	10	12	14	19	30	45	41
62		17	五	33	4	27	7	20	40	4	7	20	27	33	40	38
63		21	二	16	44	40	9	8	39	8	9	16	39	40	44	28
64		24	五	25	10	12	42	33	39	10	12	25	33	39	42	29
65		28	二	49	32	6	27	15	44	6	15	27	32	44	49	16
66		31	五	30	40	13	16	32	18	13	16	18	30	32	40	29
67	8	4	二	48	12	3	19	17	38	3	12	17	19	38	48	43
68		7	五	25	36	28	27	37	26	25	26	27	28	36	37	38
69		11	二	45	43	46	2	35	1	1	2	35	43	45	46	14
70		14	五	13	23	42	5	24	14	5	13	14	23	24	42	35
71		18	二	29	49	30	8	20	42	8	20	29	30	42	49	21
72		21	五	20	10	15	21	36	27	10	15	20	21	27	36	45
																
104																
期別	月	日	星期	落 球 號 碼						順 序 號 碼						特別號
73	8	25	二	45	22	13	26	47	15	13	15	22	26	45	47	49
74		28	五	15	11	46	40	8	12	8	11	12	15	40	46	16
75	9	1	二	20	48	40	18	19	9	9	18	19	20	40	48	3
76		4	五	20	49	46	19	44	47	19	20	44	46	47	49	9
77		8	二	8	31	43	28	36	32	8	28	31	32	36	43	9
78		11	五	41	10	5	29	18	44	5	10	18	29	41	44	30
79		15	二	44	13	30	34	31	2	2	13	30	31	34	44	39
80		18	五	16	6	17	41	37	36	6	16	17	36	37	41	28
81		22	二	47	46	6	10	39	44	6	10	39	44	46	47	30
82		25	五	13	38	25	21	9	39	9	13	21	25	38	39	2
83		29	二	1	35	3	25	44	31	1	3	25	31	35	44	15
84	10	2	五	44	11	45	36	41	15	11	15	36	41	44	45	35
85		6	二	8	10	28	3	38	47	3	8	10	28	38	47	13
86		9	五	35	2	8	27	22	43	2	8	22	27	35	43	24
87		13	二	24	29	32	44	49	31	24	29	31	32	44	49	39
88		16	五	31	20	29	44	25	40	20	25	29	31	40	44	21
89		20	二	32	12	37	17	39	38	12	17	32	37	38	39	27
90		23	五	1	41	16	43	47	46	1	16	41	43	46	47	25
91		27	二	7	17	34	8	10	36	7	8	10	17	34	36	43
92		30	五	15	8	20	3	6	30	3	6	8	15	20	30	40
93	11	3	二	28	45	8	16	48	22	8	16	22	28	45	48	13
94		6	五	30	45	27	49	8	24	8	24	27	30	45	49	42
95		10	二	7	27	45	11	10	28	7	10	11	27	28	45	21
96		13	五	33	18	16	11	31	1	1	11	16	18	31	33	19
97		17	二	2	44	7	47	31	26	2	7	26	31	44	47	36
98		20	五	40	9	4	10	39	42	4	9	10	39	40	42	8
99		24	二	48	1	9	29	28	13	1	9	13	28	29	48	45
100		27	五	4	41	5	23	40	25	4	5	23	25	40	41	11
101	12	1	二	41	37	13	6	19	15	6	13	15	19	37	41	22
102		4	五	16	21	34	47	37	41	16	21	34	37	41	47	29
103		8	二	15	8	40	43	36	32	8	15	32	36	40	43	3
104		11	五	42	25	1	43	4	29	1	4	25	29	42	43	11
105		15	二	22	18	31	23	11	4	4	11	18	22	23	31	19
106		18	五	25	18	15	6	5	11	5	6	11	15	18	25	31
107		22	二	29	49	37	12	13	8	8	12	13	29	37	49	43
108		25	五	12	7	3	16	30	11	3	7	11	12	16	30	13
																
104																
期別	月	日	星期	落 球 號 碼						順 序 號 碼						特別號
109	12	29	二	8	30	32	42	13	1	1	8	13	30	32	42	11
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
105																
期別	月	日	星期	落 球 號 碼						順 序 號 碼						特別號
1	1	1	五	16	41	29	19	24	43	16	19	24	29	41	43	32
2		5	二	7	33	15	25	3	1	1	3	7	15	25	33	21
3		8	五	13	28	44	3	48	10	3	10	13	28	44	48	1
4		12	二	18	15	5	44	40	39	5	15	18	39	40	44	37
5		15	五	27	11	42	6	16	17	6	11	16	17	27	42	35
6		19	二	14	9	46	4	23	44	4	9	14	23	44	46	41
7		22	五	46	20	10	17	15	43	10	15	17	20	43	46	37
8		26	二	17	46	35	11	13	39	11	13	17	35	39	46	2
9		29	五	16	38	35	45	48	44	16	35	38	44	45	48	27
10	2	2	二	48	15	21	26	43	23	15	21	23	26	43	48	34
11		5	五	41	5	30	4	26	38	4	5	26	30	38	41	28
12		7	日	21	11	4	37	35	25	4	11	21	25	35	37	43
13		8	一	27	12	8	32	13	16	8	12	13	16	27	32	24
14		9	二	31	25	9	24	45	37	9	24	25	31	37	45	12
15		10	三	19	32	22	47	18	44	18	19	22	32	44	47	9
16		11	四	3	34	13	48	29	30	3	13	29	30	34	48	28
17		12	五	32	22	6	10	11	45	6	10	11	22	32	45	4
18		13	六	6	18	29	35	4	48	4	6	18	29	35	48	20
19		14	日	21	3	26	16	20	1	1	3	16	20	21	26	22
20		16	二	23	33	11	34	40	29	11	23	29	33	34	40	6
21		19	五	23	20	44	30	11	39	11	20	23	30	39	44	49
22		23	二	20	14	19	43	45	10	10	14	19	20	43	45	22
23		26	五	3	46	21	9	17	41	3	9	17	21	41	46	27
24	3	1	二	34	17	23	14	7	22	7	14	17	22	23	34	12
25		4	五	29	7	5	12	22	17	5	7	12	17	22	29	4
26		8	二	3	30	27	39	41	35	3	27	30	35	39	41	32
27		11	五	9	34	49	36	16	30	9	16	30	34	36	49	31
28		15	二	14	48	6	30	42	47	6	14	30	42	47	48	18
29		18	五	4	18	1	3	25	47	1	3	4	18	25	47	13
30		22	二	33	7	16	20	30	11	7	11	16	20	30	33	6
31		25	五	37	41	7	11	40	22	7	11	22	37	40	41	20
32		29	二	47	18	46	1	34	17	1	17	18	34	46	47	25
33	4	1	五	39	12	16	29	8	37	8	12	16	29	37	39	40
34		5	二	14	32	38	43	23	26	14	23	26	32	38	43	3
35		8	五	36	45	7	30	13	2	2	7	13	30	36	45	43
36		12	二	19	11	49	45	39	14	11	14	19	39	45	49	23
																
105																
期別	月	日	星期	落 球 號 碼						順 序 號 碼						特別號
37	4	15	五	28	47	13	45	17	9	9	13	17	28	45	47	3
38		19	二	12	41	47	46	39	21	12	21	39	41	46	47	14
39		22	五	48	33	46	19	12	23	12	19	23	33	46	48	29
40		26	二	12	6	34	43	21	25	6	12	21	25	34	43	28
41		29	五	8	27	36	31	14	40	8	14	27	31	36	40	3
42	5	3	二	40	1	7	17	43	41	1	7	17	40	41	43	33
43		6	五	26	48	1	42	39	37	1	26	37	39	42	48	41
44		10	二	36	38	22	3	4	8	3	4	8	22	36	38	7
45		13	五	10	31	35	38	22	3	3	10	22	31	35	38	37
46		17	二	2	42	3	20	23	34	2	3	20	23	34	42	40
47		20	五	40	25	43	10	5	30	5	10	25	30	40	43	26
48		24	二	8	21	13	33	39	6	6	8	13	21	33	39	45
49		27	五	2	24	13	39	9	16	2	9	13	16	24	39	41
50		31	二	1	46	32	5	2	45	1	2	5	32	45	46	43
51	6	3	五	10	3	41	33	27	44	3	10	27	33	41	44	7
52		7	二	5	39	31	8	44	23	5	8	23	31	39	44	19
53		10	五	23	4	48	22	15	13	4	13	15	22	23	48	3
54		14	二	33	12	37	35	13	16	12	13	16	33	35	37	18
55		17	五	17	21	31	10	7	20	7	10	17	20	21	31	49
56		21	二	36	27	2	49	35	34	2	27	34	35	36	49	26
57		24	五	17	14	39	41	27	28	14	17	27	28	39	41	18
58		28	二	25	46	45	8	39	7	7	8	25	39	45	46	38
59	7	1	五	41	34	20	43	24	8	8	20	24	34	41	43	32
60		5	二	9	17	40	6	15	47	6	9	15	17	40	47	24
61		8	五	13	10	9	19	35	23	9	10	13	19	23	35	38
62		12	二	42	31	46	43	25	34	25	31	34	42	43	46	5
63		15	五	29	24	25	35	33	38	24	25	29	33	35	38	49
64		19	二	7	46	40	33	45	13	7	13	33	40	45	46	39
65		22	五	17	10	33	2	49	27	2	10	17	27	33	49	15
66		26	二	35	41	19	22	9	15	9	15	19	22	35	41	37
67		29	五	28	9	27	15	30	41	9	15	27	28	30	41	13
68	8	2	二	15	4	20	22	28	29	4	15	20	22	28	29	1
69		5	五	27	40	2	35	22	1	1	2	22	27	35	40	33
70		9	二	15	37	35	17	45	30	15	17	30	35	37	45	41
71		12	五	8	35	43	33	20	42	8	20	33	35	42	43	10
72		16	二	29	20	14	15	5	27	5	14	15	20	27	29	35
																
105																
期別	月	日	星期	落 球 號 碼						順 序 號 碼						特別號
73	8	19	五	19	26	44	46	5	48	5	19	26	44	46	48	36
74		23	二	44	26	38	25	48	37	25	26	37	38	44	48	31
75		26	五	34	49	28	9	42	41	9	28	34	41	42	49	6
76		30	二	1	46	36	27	11	18	1	11	18	27	36	46	26
77	9	2	五	9	45	46	11	20	21	9	11	20	21	45	46	42
78		6	二	7	4	28	20	45	23	4	7	20	23	28	45	35
79		9	五	41	12	1	44	36	35	1	12	35	36	41	44	21
80		13	二	3	41	16	40	22	33	3	16	22	33	40	41	39
81		16	五	34	31	49	30	17	23	17	23	30	31	34	49	36
82		20	二	22	7	17	44	4	45	4	7	17	22	44	45	32
83		23	五	1	43	33	29	31	2	1	2	29	31	33	43	40
84		27	二	35	15	48	14	16	46	14	15	16	35	46	48	2
85		30	五	48	4	10	31	38	40	4	10	31	38	40	48	5
86	10	4	二	23	11	30	35	44	40	11	23	30	35	40	44	7
87		7	五	10	16	30	42	33	37	10	16	30	33	37	42	43
88		11	二	37	39	2	8	13	14	2	8	13	14	37	39	38
89		14	五	23	10	30	44	29	47	10	23	29	30	44	47	7
90		18	二	44	15	14	47	16	24	14	15	16	24	44	47	21
91		21	五	33	32	2	8	21	37	2	8	21	32	33	37	15
92		25	二	34	15	25	27	33	5	5	15	25	27	33	34	43
93		28	五	10	38	13	1	33	37	1	10	13	33	37	38	40
94	11	1	二	11	10	49	20	15	31	10	11	15	20	31	49	44
95		4	五	49	38	2	3	17	28	2	3	17	28	38	49	21
96		8	二	22	17	6	49	11	3	3	6	11	17	22	49	44
97		11	五	8	28	7	32	2	22	2	7	8	22	28	32	20
98		15	二	8	33	41	43	25	7	7	8	25	33	41	43	6
99		18	五	26	6	18	25	34	24	6	18	24	25	26	34	19
100		22	二	34	21	25	44	1	24	1	21	24	25	34	44	19
101		25	五	3	28	42	1	37	22	1	3	22	28	37	42	10
102		29	二	3	26	28	38	40	21	3	21	26	28	38	40	42
103	12	2	五	5	25	34	26	49	40	5	25	26	34	40	49	47
104		6	二	46	41	30	32	27	44	27	30	32	41	44	46	42
105		9	五	12	38	42	49	44	28	12	28	38	42	44	49	2
106		13	二	36	29	49	39	33	19	19	29	33	36	39	49	6
107		16	五	25	36	42	19	11	34	11	19	25	34	36	42	8
108		20	二	35	36	46	1	29	44	1	29	35	36	44	46	6
																
105																
期別	月	日	星期	落 球 號 碼						順 序 號 碼						特別號
109	12	23	五	38	42	23	28	41	8	8	23	28	38	41	42	30
110		27	二	40	26	29	10	31	25	10	25	26	29	31	40	2
111		30	五	37	6	7	47	35	38	6	7	35	37	38	47	12
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
106																
期別	月	日	星期	落 球 號 碼						順 序 號 碼						特別號
1	1	3	二	18	41	47	49	22	42	18	22	41	42	47	49	45
2		6	五	35	32	12	40	14	43	12	14	32	35	40	43	17
3		10	二	37	14	4	46	13	39	4	13	14	37	39	46	31
4		13	五	19	25	27	21	38	14	14	19	21	25	27	38	22
5		17	二	40	28	12	4	34	17	4	12	17	28	34	40	7
6		20	五	1	16	5	31	41	18	1	5	16	18	31	41	13
7		24	二	33	9	48	1	17	31	1	9	17	31	33	48	49
8		27	五	1	5	49	7	35	31	1	5	7	31	35	49	42
9		28	六	32	25	19	20	30	1	1	19	20	25	30	32	2
10		29	日	9	22	3	8	14	12	3	8	9	12	14	22	46
11		30	一	26	10	29	19	45	43	10	19	26	29	43	45	20
12		31	二	11	4	33	16	46	28	4	11	16	28	33	46	17
13	2	1	三	4	43	9	47	32	11	4	9	11	32	43	47	44
14		3	五	11	2	25	33	30	29	2	11	25	29	30	33	20
15		7	二	19	32	6	18	23	49	6	18	19	23	32	49	21
16		10	五	24	7	11	12	15	26	7	11	12	15	24	26	6
17		14	二	10	37	11	21	28	23	10	11	21	23	28	37	24
18		17	五	46	49	23	21	16	6	6	16	21	23	46	49	39
19		21	二	48	39	32	15	8	10	8	10	15	32	39	48	43
20		24	五	47	35	38	12	16	41	12	16	35	38	41	47	1
21		28	二	19	43	30	14	15	6	6	14	15	19	30	43	31
22	3	3	五	43	2	20	37	48	16	2	16	20	37	43	48	10
23		7	二	22	41	31	6	12	44	6	12	22	31	41	44	2
24		10	五	21	41	48	11	12	35	11	12	21	35	41	48	1
25		14	二	32	33	20	39	17	15	15	17	20	32	33	39	21
26		17	五	4	25	17	40	44	36	4	17	25	36	40	44	8
27		21	二	32	16	43	44	27	8	8	16	27	32	43	44	7
28		24	五	41	49	39	24	36	45	24	36	39	41	45	49	22
29		28	二	32	42	44	22	37	21	21	22	32	37	42	44	38
30		31	五	38	22	24	17	18	25	17	18	22	24	25	38	39
31	4	4	二	5	34	43	17	33	44	5	17	33	34	43	44	4
32		7	五	31	23	37	49	19	32	19	23	31	32	37	49	26
33		11	二	40	22	9	47	36	31	9	22	31	36	40	47	8
34		14	五	29	2	3	42	4	23	2	3	4	23	29	42	14
35		18	二	25	21	14	39	35	36	14	21	25	35	36	39	18
36		21	五	28	39	22	15	5	23	5	15	22	23	28	39	25
																
106																
期別	月	日	星期	落 球 號 碼						順 序 號 碼						特別號
37	4	25	二	41	17	35	32	30	16	16	17	30	32	35	41	26
38		28	五	3	1	31	42	19	32	1	3	19	31	32	42	43
39	5	2	二	27	39	24	36	23	14	14	23	24	27	36	39	13
40		5	五	19	49	9	1	34	18	1	9	18	19	34	49	11
41		9	二	16	17	21	40	20	32	16	17	20	21	32	40	15
42		12	五	35	9	2	25	18	22	2	9	18	22	25	35	14
43		16	二	6	7	14	46	29	5	5	6	7	14	29	46	24
44		19	五	16	21	15	46	28	23	15	16	21	23	28	46	14
45		23	二	2	15	10	22	26	32	2	10	15	22	26	32	42
46		26	五	35	16	8	14	21	19	8	14	16	19	21	35	20
47		30	二	7	30	31	19	14	39	7	14	19	30	31	39	40
48	6	2	五	8	23	7	3	31	30	3	7	8	23	30	31	32
49		6	二	48	32	16	25	14	36	14	16	25	32	36	48	12
50		9	五	31	37	24	46	32	26	24	26	31	32	37	46	1
51		13	二	36	2	43	4	17	22	2	4	17	22	36	43	40
52		16	五	15	26	36	45	21	1	1	15	21	26	36	45	10
53		20	二	12	33	1	44	29	30	1	12	29	30	33	44	19
54		23	五	2	41	42	12	34	8	2	8	12	34	41	42	7
55		27	二	11	33	47	49	46	34	11	33	34	46	47	49	38
56		30	五	22	8	32	12	30	36	8	12	22	30	32	36	6
57	7	4	二	27	21	30	28	35	4	4	21	27	28	30	35	42
58		7	五	18	49	30	42	40	44	18	30	40	42	44	49	8
59		11	二	19	39	23	6	16	33	6	16	19	23	33	39	7
60		14	五	18	19	25	32	16	26	16	18	19	25	26	32	22
61		18	二	21	42	14	13	29	48	13	14	21	29	42	48	11
62		21	五	42	24	12	32	47	2	2	12	24	32	42	47	29
63		25	二	11	23	33	30	2	42	2	11	23	30	33	42	7
64		28	五	11	22	13	39	18	38	11	13	18	22	38	39	3
65	8	1	二	30	47	2	21	42	12	2	12	21	30	42	47	31
66		4	五	16	45	15	26	27	39	15	16	26	27	39	45	37
67		8	二	6	27	9	46	34	23	6	9	23	27	34	46	20
68		11	五	18	37	9	8	27	2	2	8	9	18	27	37	33
69		15	二	27	28	33	13	42	16	13	16	27	28	33	42	11
70		18	五	10	7	12	38	47	35	7	10	12	35	38	47	23
71		22	二	10	13	36	4	45	44	4	10	13	36	44	45	5
72		25	五	31	1	4	24	19	28	1	4	19	24	28	31	49
																
106																
期別	月	日	星期	落 球 號 碼						順 序 號 碼						特別號
73	8	29	二	31	25	49	18	5	48	5	18	25	31	48	49	44
74	9	1	五	11	14	36	16	40	5	5	11	14	16	36	40	46
75		5	二	33	27	23	13	17	41	13	17	23	27	33	41	2
76		8	五	13	19	29	15	42	8	8	13	15	19	29	42	25
77		12	二	36	29	45	23	7	49	7	23	29	36	45	49	14
78		15	五	33	16	3	37	8	11	3	8	11	16	33	37	35
79		19	二	40	15	2	18	12	37	2	12	15	18	37	40	39
80		22	五	39	47	49	18	35	43	18	35	39	43	47	49	44
81		26	二	19	11	22	14	10	38	10	11	14	19	22	38	42
82		29	五	14	36	3	33	16	21	3	14	16	21	33	36	20
83	10	3	二	15	30	44	25	33	18	15	18	25	30	33	44	38
84		6	五	32	41	45	4	37	28	4	28	32	37	41	45	47
85		10	二	28	6	39	30	31	29	6	28	29	30	31	39	33
86		13	五	34	46	5	8	23	44	5	8	23	34	44	46	16
87		17	二	1	27	19	6	11	3	1	3	6	11	19	27	5
88		20	五	19	42	3	8	26	18	3	8	18	19	26	42	17
89		24	二	2	16	5	29	3	14	2	3	5	14	16	29	32
90		27	五	17	40	38	22	11	2	2	11	17	22	38	40	41
91		31	二	46	25	39	36	4	31	4	25	31	36	39	46	2
92	11	3	五	36	43	8	20	33	23	8	20	23	33	36	43	2
93		7	二	22	5	30	48	6	12	5	6	12	22	30	48	41
94		10	五	26	24	35	29	10	15	10	15	24	26	29	35	12
95		14	二	24	47	5	25	15	44	5	15	24	25	44	47	45
96		17	五	46	28	39	14	19	2	2	14	19	28	39	46	45
97		21	二	43	23	39	28	25	4	4	23	25	28	39	43	41
98		24	五	8	45	4	14	41	10	4	8	10	14	41	45	38
99		28	二	47	9	19	46	14	17	9	14	17	19	46	47	29
100	12	1	五	2	3	5	48	42	28	2	3	5	28	42	48	9
101		5	二	37	13	1	43	41	12	1	12	13	37	41	43	49
102		8	五	35	5	8	1	34	10	1	5	8	10	34	35	46
103		12	二	28	16	37	19	41	38	16	19	28	37	38	41	10
104		15	五	37	31	24	17	27	19	17	19	24	27	31	37	8
105		19	二	3	41	14	31	18	42	3	14	18	31	41	42	2
106		22	五	12	31	18	21	20	37	12	18	20	21	31	37	24
107		26	二	20	10	7	24	8	27	7	8	10	20	24	27	19
108		29	五	27	15	12	11	47	20	11	12	15	20	27	47	36
																
107																
期別	月	日	星期	落 球 號 碼						順 序 號 碼						特別號
1	1	2	二	46	12	36	2	6	18	2	6	12	18	36	46	47
2		5	五	31	29	13	17	4	44	4	13	17	29	31	44	14
3		9	二	24	37	22	10	2	23	2	10	22	23	24	37	42
4		12	五	1	14	45	7	22	40	1	7	14	22	40	45	29
5		16	二	36	26	32	8	39	29	8	26	29	32	36	39	23
6		19	五	2	26	16	13	48	22	2	13	16	22	26	48	39
7		23	二	12	26	34	28	2	33	2	12	26	28	33	34	44
8		26	五	43	47	34	32	7	23	7	23	32	34	43	47	24
9		30	二	31	7	15	23	36	8	7	8	15	23	31	36	30
10	2	2	五	2	26	10	11	1	43	1	2	10	11	26	43	40
11		6	二	41	27	24	43	10	6	6	10	24	27	41	43	49
12		9	五	20	30	21	17	45	12	12	17	20	21	30	45	9
13		13	二	10	19	45	4	35	26	4	10	19	26	35	45	38
14		15	四	48	7	37	21	22	41	7	21	22	37	41	48	15
15		16	五	4	41	24	7	27	23	4	7	23	24	27	41	17
16		17	六	47	5	17	32	3	33	3	5	17	32	33	47	36
17		18	日	7	46	20	28	8	34	7	8	20	28	34	46	10
18		19	一	7	9	19	22	36	49	7	9	19	22	36	49	29
19		20	二	12	34	33	40	46	38	12	33	34	38	40	46	7
20		23	五	3	15	41	7	18	16	3	7	15	16	18	41	42
21		27	二	3	23	18	28	1	44	1	3	18	23	28	44	10
22	3	2	五	31	48	1	17	25	12	1	12	17	25	31	48	21
23		6	二	13	9	42	11	17	38	9	11	13	17	38	42	29
24		9	五	12	18	38	27	30	15	12	15	18	27	30	38	19
25		13	二	20	27	38	14	28	22	14	20	22	27	28	38	19
26		16	五	43	3	14	17	16	46	3	14	16	17	43	46	4
27		20	二	30	9	41	37	23	8	8	9	23	30	37	41	31
28		23	五	4	13	41	34	9	32	4	9	13	32	34	41	42
29		27	二	13	15	38	40	24	30	13	15	24	30	38	40	44
30		30	五	1	44	5	47	13	43	1	5	13	43	44	47	25
31	4	3	二	36	34	1	32	7	22	1	7	22	32	34	36	8
32		6	五	7	34	25	49	47	31	7	25	31	34	47	49	26
33		10	二	32	41	34	7	47	27	7	27	32	34	41	47	9
34		13	五	25	46	12	28	1	40	1	12	25	28	40	46	39
35		17	二	7	41	38	16	40	31	7	16	31	38	40	41	39
36		20	五	33	32	10	35	14	46	10	14	32	33	35	46	43
																
107																
期別	月	日	星期	落 球 號 碼						順 序 號 碼						特別號
37	4	24	二	10	19	21	35	36	9	9	10	19	21	35	36	49
38		27	五	30	4	48	25	27	26	4	25	26	27	30	48	11
39	5	1	二	8	46	29	49	33	34	8	29	33	34	46	49	19
40		4	五	22	30	47	36	10	33	10	22	30	33	36	47	43
41		8	二	8	41	3	37	22	21	3	8	21	22	37	41	46
42		11	五	48	25	35	37	4	11	4	11	25	35	37	48	36
43		15	二	13	16	2	43	12	32	2	12	13	16	32	43	24
44		18	五	42	41	11	38	1	36	1	11	36	38	41	42	48
45		22	二	29	49	13	41	24	2	2	13	24	29	41	49	45
46		25	五	24	42	22	1	32	6	1	6	22	24	32	42	16
47		29	二	11	26	37	14	41	20	11	14	20	26	37	41	2
48	6	1	五	33	26	28	16	49	42	16	26	28	33	42	49	20
49		5	二	26	22	25	41	2	17	2	17	22	25	26	41	16
50		8	五	32	17	9	2	40	31	2	9	17	31	32	40	47
51		12	二	2	37	3	15	14	35	2	3	14	15	35	37	29
52		15	五	16	28	46	44	30	25	16	25	28	30	44	46	27
53		19	二	9	34	8	37	42	28	8	9	28	34	37	42	15
54		22	五	25	11	30	6	26	7	6	7	11	25	26	30	31
55		26	二	44	5	11	37	23	9	5	9	11	23	37	44	24
56		29	五	4	27	37	13	41	30	4	13	27	30	37	41	20
57	7	3	二	11	31	9	34	20	44	9	11	20	31	34	44	10
58		6	五	21	47	28	2	3	32	2	3	21	28	32	47	27
59		10	二	11	43	24	9	39	21	9	11	21	24	39	43	7
60		13	五	14	46	42	31	2	21	2	14	21	31	42	46	4
61		17	二	41	34	11	26	20	43	11	20	26	34	41	43	9
62		20	五	24	45	12	39	13	9	9	12	13	24	39	45	38
63		24	二	24	42	49	32	25	29	24	25	29	32	42	49	12
64		27	五	48	35	5	17	12	19	5	12	17	19	35	48	9
65		31	二	31	22	15	35	20	37	15	20	22	31	35	37	14
66	8	3	五	35	30	4	40	6	43	4	6	30	35	40	43	13
67		7	二	19	46	13	25	30	12	12	13	19	25	30	46	5
68		10	五	5	36	48	18	7	16	5	7	16	18	36	48	37
69		14	二	49	16	17	25	15	34	15	16	17	25	34	49	5
70		17	五	14	3	19	21	35	48	3	14	19	21	35	48	13
71		21	二	31	12	17	28	34	8	8	12	17	28	31	34	1
72		24	五	45	31	7	3	9	39	3	7	9	31	39	45	35
																
107																
期別	月	日	星期	落 球 號 碼						順 序 號 碼						特別號
73		28	二	8	10	39	42	11	44	8	10	11	39	42	44	27
74	8	31	五	43	37	34	15	46	12	12	15	34	37	43	46	38
75	9	4	二	10	6	49	42	4	15	4	6	10	15	42	49	12
76		7	五	8	44	37	21	2	14	2	8	14	21	37	44	49
